db_id,Internal Name,Species,Disease,Tissue/Tumor,Posting Restriction,Institution,Investigator,Number of Samples,name,description,citation,user_agreement_file_path,readme_file_path,Type,Status,pubmed_id,date_released,last_modified_date,number_of_downloads,number_of_followers,version,curator,QC_statistician,ds_location_awss3
28,deCode_Blood,Human,Metabolic Disease,Blood,unspecified,deCODE,Kari Stefansson,1002,deCODE_Blood_Cohort,"Common human diseases result from the interplay of many genes and environmental factors. Therefore, a more integrative biology approach is needed to unravel the complexity and causes of such diseases. To elucidate the complexity of common human diseases such as obesity, we have analysed the expression of 23,720 transcripts in large population-based blood and adipose tissue cohorts comprehensively assessed for various phenotypes, including traits related to clinical obesity. In contrast to the blood expression profiles, we observed a marked correlation between gene expression in adipose tissue and obesity-related traits. Genome-wide linkage and association mapping revealed a highly significant genetic component to gene expression traits, including a strong genetic effect of proximal (cis) signals, with 50% of the cis signals overlapping between the two tissues profiled. Here we demonstrate an extensive transcriptional network constructed from the human adipose data that exhibits significant overlap with similar network modules constructed from mouse adipose data. A core network module in humans and mice was identified that is enriched for genes involved in the inflammatory and immune response and has been found to be causally associated to obesity-related traits. ","Genetics of gene expression and its effect on disease. Emilsson V, Thorleifsson G, Zhang B, Leonardson AS, Zink F, Zhu J, Carlson S, Helgason A, Walters GB, Gunnarsdottir S, Mouy M, Steinthorsdottir V, Eiriksdottir GH, Bjornsdottir G, Reynisdottir I, Gudbjartsson D, Helgadottir A, Jonasdottir A, Jonasdottir A, Styrkarsdottir U, Gretarsdottir S, Magnusson KP, Stefansson H, Fossdal R, Kristjansson K, Gislason HG, Stefansson T, Leifsson BG, Thorsteinsdottir U, Lamb JR, Gulcher JR, Reitman ML, Kong A, Schadt EE, Stefansson K. Nature. 2008 Mar 27;452(7186):423-8.  ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/decode_blood_cohort.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/decode_blood_cohort.txt,GCD,Future,22810634,2009-12-5,2011-20-5,20,46,1.0.0,,,NA
31,Framingham,Human,Multiple,Blood,Link to data source,NHLBI,Dan Levy,5000,Framingham_Heart_Study,"The Framingham Heart Study comprises a longitudinal three-generation population study (n~15,000). Genotyping at 500K SNPs is available for ~9,500 individuals and gene expression for blood on 5,000-7,000. Phenotypes in the cohort include serum lipid/cholesterol, CRP, glucose levels, adiposity measures, hypertension, T2D, chronic kidney disease, imaging measures and heart disease outcomes (MI, failure) ","Genetics of the Framingham Heart Study population.  Govindaraju DR, Cupples LA, Kannel WB, O'Donnell CJ, Atwood LD, D'Agostino RB Sr, Fox CS, Larson M, Levy D, Murabito J, Vasan RS, Splansky GL, Wolf PA, Benjamin EJ.Adv Genet. 2008;62:33-65.  http://www.framinghamheartstudy.org/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/framingham_heart_study.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/framingham_heart_study.txt,GCD,Future,18201960,2008-6-5,2009-6-7,42,115,1.0.0,,,NA
32,Gastroesopageal_Cancer_Cohort,Human,Cancer,Stomach,unspecified,Lund,Isinger-Ekstrand,27,Gastroesophageal_Cancer_Cohort,"We aimed to characterize the genomic profiles of adenocarcinomas in the gastroesophageal junction in relation to cancers in the esophagus and the stomach. Profiles of gains/losses as well as gene expression profiles were obtained from 27 gastroesophageal adenocarcinomas by means of 32k high-resolution array-based comparative genomic hybridization and 27k oligo gene expression arrays, and putative target genes were validated in an extended series. Adenocarcinomas in the distal esophagus and the gastroesophageal junction showed strong similarities with the most common gains at 20q13, 8q24, 1q21-23, 5p15, 13q34, and 12q13, whereas different profiles with gains at 5p15, 7p22, 2q35, and 13q34 characterized gastric cancers. CDK6 and EGFR were identified as putative target genes in cancers of the esophagus and the gastroesophageal junction, with upregulation in one quarter of the tumors. Gains/losses and gene expression profiles show strong similarity between cancers in the distal esophagus and the gastroesophageal junction with frequent upregulation of CDK6 and EGFR, whereas gastric cancer displays distinct genetic changes. These data suggest that molecular diagnostics and targeted therapies can be applied to adenocarcinomas of the distal esophagus and gastroesophageal junction alike. ","Genetic profiles of gastroesophageal cancer: combined analysis using expression array and tiling array--comparative genomic hybridization. Isinger-Ekstrand A, Johansson J, Ohlsson M, Francis P, Staaf J, Jönsson M, Borg A, Nilbert M. Cancer Genet Cytogenet. 2010 Jul 15;200(2):120-6. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/gastroesophageal_cancer_cohort.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/gastroesophageal_cancer_cohort.txt,GCD,Future,20543510,2010-24-4,2010-21-8,57,8,1.0.0,,,NA
33,GenCord_CellLines,Human,Healthy,Blood,unspecified,University of Geneva/Sanger Institute,Stylianos Antonarakis/Manolis Dermitzakis,85,GenCord,"Studies correlating genetic variation to gene expression facilitate the interpretation of common human phenotypes and disease. As functional variants may be operating in a tissue-dependent manner, we performed gene expression profiling and association with genetic variants (single-nucleotide polymorphisms) on three cell types of 75 individuals. We detected cell type-specific genetic effects, with 69 to 80% of regulatory variants operating in a cell type-specific manner, and identified multiple expressive quantitative trait loci (eQTLs) per gene, unique or shared among cell types and positively correlated with the number of transcripts per gene. Cell type-specific eQTLs were found at larger distances from genes and at lower effect size, similar to known enhancers. These data suggest that the complete regulatory variant repertoire can only be uncovered in the context of cell-type specificity. ","Common regulatory variation impacts gene expression in a cell type-dependent manner. Dimas AS, Deutsch S, Stranger BE, Montgomery SB, Borel C, Attar-Cohen H, Ingle C, Beazley C, Gutierrez Arcelus M, Sekowska M, Gagnebin M, Nisbett J, Deloukas P, Dermitzakis ET, Antonarakis SE. Science. 2009 Sep 4;325(5945):1246-50 ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/gencord.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/gencord.txt,Other,Future,19018673,2009-2-4,2011-23-4,44,104,1.0.0,,,NA
33,GenCord_CellLines,Human,Healthy,Lymphoblastoid Cell Line,unspecified,University of Geneva/Sanger Institute,Stylianos Antonarakis/Manolis Dermitzakis,85,GenCord,"Studies correlating genetic variation to gene expression facilitate the interpretation of common human phenotypes and disease. As functional variants may be operating in a tissue-dependent manner, we performed gene expression profiling and association with genetic variants (single-nucleotide polymorphisms) on three cell types of 75 individuals. We detected cell type-specific genetic effects, with 69 to 80% of regulatory variants operating in a cell type-specific manner, and identified multiple expressive quantitative trait loci (eQTLs) per gene, unique or shared among cell types and positively correlated with the number of transcripts per gene. Cell type-specific eQTLs were found at larger distances from genes and at lower effect size, similar to known enhancers. These data suggest that the complete regulatory variant repertoire can only be uncovered in the context of cell-type specificity. ","Common regulatory variation impacts gene expression in a cell type-dependent manner. Dimas AS, Deutsch S, Stranger BE, Montgomery SB, Borel C, Attar-Cohen H, Ingle C, Beazley C, Gutierrez Arcelus M, Sekowska M, Gagnebin M, Nisbett J, Deloukas P, Dermitzakis ET, Antonarakis SE. Science. 2009 Sep 4;325(5945):1246-50 ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/gencord.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/gencord.txt,Other,Future,24928815,2009-17-4,2009-17-11,23,88,1.0.0,,,NA
33,GenCord_CellLines,Human,Healthy,Cell Line,unspecified,University of Geneva/Sanger Institute,Stylianos Antonarakis/Manolis Dermitzakis,85,GenCord,"Studies correlating genetic variation to gene expression facilitate the interpretation of common human phenotypes and disease. As functional variants may be operating in a tissue-dependent manner, we performed gene expression profiling and association with genetic variants (single-nucleotide polymorphisms) on three cell types of 75 individuals. We detected cell type-specific genetic effects, with 69 to 80% of regulatory variants operating in a cell type-specific manner, and identified multiple expressive quantitative trait loci (eQTLs) per gene, unique or shared among cell types and positively correlated with the number of transcripts per gene. Cell type-specific eQTLs were found at larger distances from genes and at lower effect size, similar to known enhancers. These data suggest that the complete regulatory variant repertoire can only be uncovered in the context of cell-type specificity. ","Common regulatory variation impacts gene expression in a cell type-dependent manner. Dimas AS, Deutsch S, Stranger BE, Montgomery SB, Borel C, Attar-Cohen H, Ingle C, Beazley C, Gutierrez Arcelus M, Sekowska M, Gagnebin M, Nisbett J, Deloukas P, Dermitzakis ET, Antonarakis SE. Science. 2009 Sep 4;325(5945):1246-50 ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/gencord.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/gencord.txt,Other,Future,15866217,2011-2-4,2011-7-4,54,67,1.0.0,,,NA
34,Geneva_LCL_RNAseq,Human,Healthy,Lymphoblastoid Cell Line,unspecified,University of Geneva/Sanger Institute,Stylianos Antonarakis/Manolis Dermitzakis,60,HapMap_LCL_RNAseq_Geneva,"Gene expression is an important phenotype that informs about genetic and environmental effects on cellular state. Many studies have previously identified genetic variants for gene expression phenotypes using custom and commercially available microarrays. Second generation sequencing technologies are now providing unprecedented access to the fine structure of the transcriptome. We have sequenced the mRNA fraction of the transcriptome in 60 extended HapMap individuals of European descent and have combined these data with genetic variants from the HapMap3 project. We have quantified exon abundance based on read depth and have also developed methods to quantify whole transcript abundance. We have found that approximately 10 million reads of sequencing can provide access to the same dynamic range as arrays with better quantification of alternative and highly abundant transcripts. Correlation with SNPs (small nucleotide polymorphisms) leads to a larger discovery of eQTLs (expression quantitative trait loci) than with arrays. We also detect a substantial number of variants that influence the structure of mature transcripts indicating variants responsible for alternative splicing. Finally, measures of allele-specific expression allowed the identification of rare eQTLs and allelic differences in transcript structure. This analysis shows that high throughput sequencing technologies reveal new properties of genetic effects on the transcriptome and allow the exploration of genetic effects in cellular processes. ","Transcriptome genetics using second generation sequencing in a Caucasian population. Montgomery SB, Sammeth M, Gutierrez-Arcelus M, Lach RP, Ingle C, Nisbett J, Guigo R, Dermitzakis ET. Nature. 2010 Apr 1;464(7289):773-7. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_rnaseq_geneva.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_rnaseq_geneva.txt,Other,Future,18407453,2008-23-7,2008-2-8,23,19,1.0.0,,,NA
35,Gilbertson_brain,Human,Cancer,Brain,unspecified,St Jude Hospital,Gilbertson,83,Ependymoma_Cohort_StJude,"Understanding the biology that underlies histologically similar but molecularly distinct subgroups of cancer has proven difficult because their defining genetic alterations are often numerous, and the cellular origins of most cancers remain unknown1–3.Wesought to decipher this heterogeneity by integrating matched genetic alterations and candidate cells of origin to generate accurate disease models. First, we identified subgroups of human ependymoma, a form of neural tumour that arises throughout the central nervous system (CNS). Subgroup-specific alterations included amplifications and homozygous deletions of genes not yet implicated in ependymoma. To select cellular compartments most likely to give rise to subgroups of ependymoma, we matched the transcriptomes of human tumours to those of mouse neural stem cells (NSCs), isolated from different regions of the CNS at different developmental stages, with an intact or deleted Ink4a/Arf locus (that encodes Cdkn2a and b). The transcriptome of human supratentorial ependymomas with amplified EPHB2 and deleted INK4A/ARF matched only that of embryonic cerebral Ink4a/Arf2/2 NSCs. Notably, activation of Ephb2 signalling in these, but not other, NSCs generated the first mouse model of ependymoma, which is highly penetrant and accurately models the histology and transcriptome of one subgroup of human supratentorial tumour. Further, comparative analysis of matched mouse and human tumours revealed selective deregulation in the expression and copy number of genes that control synaptogenesis, pinpointing disruption of this pathway as a critical event in the production of this ependymoma subgroup. Our data demonstrate the power of cross-species genomics to meticulously match subgroup-specific driver mutations with cellular compartments to model and interrogate cancer subgroups. ","Cross-species genomics matches driver mutations and cell compartments to model ependymoma. Johnson RA, Wright KD, Poppleton H, Mohankumar KM, Finkelstein D, Pounds SB, Rand V, Leary SE, White E, Eden C, Hogg T, Northcott P, Mack S, Neale G, Wang YD, Coyle B, Atkinson J, DeWire M, Kranenburg TA, Gillespie Y, Allen JC, Merchant T, Boop FA, Sanford RA, Gajjar A, Ellison DW, Taylor MD, Grundy RG, Gilbertson RJ. Nature. 2010 Jul 29;466(7306):632-6. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/ependymoma_cohort_stjude.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/ependymoma_cohort_stjude.txt,GCD,Future,23436084,2008-17-9,2009-5-7,29,77,1.0.0,,,NA
36,Gray_Breast_CellLines,Human,Cancer,Breast,unspecified,Berkeley Lab,Joe Gray,56,Breast_Cancer_CellLines_LBL,"Recent studies suggest that thousands of genes may contribute to breast cancer pathophysiologies when deregulated by genomic or epigenomic events. Here, we describe a model ""system"" to appraise the functional contributions of these genes to breast cancer subsets. In general, the recurrent genomic and transcriptional characteristics of 51 breast cancer cell lines mirror those of 145 primary breast tumors, although some significant differences are documented. The cell lines that comprise the system also exhibit the substantial genomic, transcriptional, and biological heterogeneity found in primary tumors. We show, using Trastuzumab (Herceptin) monotherapy as an example, that the system can be used to identify molecular features that predict or indicate response to targeted therapies or other physiological perturbations. ","A collection of breast cancer cell lines for the study of functionally distinct cancer subtypes.Neve RM, Chin K, Fridlyand J, Yeh J, Baehner FL, Fevr T, Clark L, Bayani N, Coppe JP, Tong F, Speed T, Spellman PT, DeVries S, Lapuk A, Wang NJ, Kuo WL, Stilwell JL, Pinkel D, Albertson DG, Waldman FM, McCormick F, Dickson RB, Johnson MD, Lippman M, Ethier S, Gazdar A, Gray JW. Cancer Cell. 2006 Dec;10(6):515-27. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/breast_cancer_celllines_lbl.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/breast_cancer_celllines_lbl.txt,Other,Future,24713347,2008-15-3,2008-15-6,25,114,1.0.0,,,NA
37,Gray_BreastCancer,Human,Cancer,Breast,unspecified,Berkeley Lab,Joe Gray,101,Breast_Cancer_Tumors_LBL,"This study explores the roles of genome copy number abnormalities (CNAs) in breast cancer pathophysiology by identifying associations between recurrent CNAs, gene expression, and clinical outcome in a set of aggressively treated early-stage breast tumors. It shows that the recurrent CNAs differ between tumor subtypes defined by expression pattern and that stratification of patients according to outcome can be improved by measuring both expression and copy number, especially high-level amplification. Sixty-six genes deregulated by the high-level amplifications are potential therapeutic targets. Nine of these (FGFR1, IKBKB, ERBB2, PROCC, ADAM9, FNTA, ACACA, PNMT, and NR1D1) are considered druggable. Low-level CNAs appear to contribute to cancer progression by altering RNA and cellular metabolism. ","Genomic and transcriptional aberrations linked to breast cancer pathophysiologies. Chin K, DeVries S, Fridlyand J, Spellman PT, Roydasgupta R, Kuo WL, Lapuk A, Neve RM, Qian Z, Ryder T, Chen F, Feiler H, Tokuyasu T, Kingsley C, Dairkee S, Meng Z, Chew K, Pinkel D, Jain A, Ljung BM, Esserman L, Albertson DG, Waldman FM, Gray JW.Cancer Cell. 2006 Dec;10(6):529-41. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/breast_cancer_tumors_lbl.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/breast_cancer_tumors_lbl.txt,GCD,Future,21660520,2009-6-6,2009-10-8,61,124,1.0.0,,,NA
39,HapMap_LCL_CNV,Human,Healthy,Lymphoblastoid Cell Line,unspecified,Sanger Institute,Manolis Dermitzakis,210,HapMap_LCL_Sanger_CNV,"Extensive studies are currently being performed to associate disease susceptibility with one form of genetic variation, namely, single-nucleotide polymorphisms (SNPs). In recent years, another type of common genetic variation has been characterized, namely, structural variation, including copy number variants (CNVs). To determine the overall contribution of CNVs to complex phenotypes, we have performed association analyses of expression levels of 14,925 transcripts with SNPs and CNVs in individuals who are part of the International HapMap project. SNPs and CNVs captured 83.6% and 17.7% of the total detected genetic variation in gene expression, respectively, but the signals from the two types of variation had little overlap. Interrogation of the genome for both types of variants may be an effective way to elucidate the causes of complex phenotypes and disease in humans. ","Relative impact of nucleotide and copy number variation on gene expression phenotypes. Stranger BE, Forrest MS, Dunning M, Ingle CE, Beazley C, Thorne N, Redon R, Bird CP, de Grassi A, Lee C, Tyler-Smith C, Carter N, Scherer SW, Tavaré S, Deloukas P, Hurles ME, Dermitzakis ET. Science. 2007 Feb 9;315(5813):848-53. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_sanger_cnv.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_sanger_cnv.txt,Other,Future,15621769,2009-12-3,2009-9-11,52,66,1.0.0,,,NA
40,HapMap_LCL_McGill,Human,Healthy,Lymphoblastoid Cell Line,unspecified,McGill,Pastinen/Grundberg,53,HapMap_LCL_McGill,"Cis-acting variants altering gene expression are a source of phenotypic differences. The cis-acting components of expression variation can be identified through the mapping of differences in allelic expression (AE), which is the measure of relative expression between two allelic transcripts. We generated a map of AE associated SNPs using quantitative measurements of AE on Illumina Human1M BeadChips. In 53 lymphoblastoid cell lines derived from donors of European descent, we identified common cis variants affecting 30% (2935/9751) of the measured RefSeq transcripts at 0.001 permutation significance. The pervasive influence of cis-regulatory variants, which explain 50% of population variation in AE, extend to full-length transcripts and their isoforms as well as to unannotated transcripts. These strong effects facilitate fine mapping of cis-regulatory SNPs, as demonstrated by dissection of heritable control of transcripts in the systemic lupus erythematosus-associated C8orf13-BLK region in chromosome 8. The dense collection of associations will facilitate large-scale isolation of cis-regulatory SNPs. ","Global patterns of cis variation in human cells revealed by high-density allelic expression analysis. Ge B, Pokholok DK, Kwan T, Grundberg E, Morcos L, Verlaan DJ, Le J, Koka V, Lam KC, Gagné V, Dias J, Hoberman R, Montpetit A, Joly MM, Harvey EJ, Sinnett D, Beaulieu P, Hamon R, Graziani A, Dewar K, Harmsen E, Majewski J, Göring HH, Naumova AK, Blanchette M, Gunderson KL, Pastinen T. Nat Genet. 2009 Nov;41(11):1216-22. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_mcgill.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_mcgill.txt,Other,Future,18142707,2009-5-9,2010-10-12,68,36,1.0.0,,,NA
41,HapMap_LCL_Merck,Human,Healthy,Lymphoblastoid Cell Line,unspecified,Merck & Co.,Eric Schadt,210,HapMap_LCL_Merck,"Combining genetic inheritance information, for both molecular profiles and complex traits, is a promising strategy not only for detecting quantitative trait loci (QTLs) for complex traits but for understanding which genes, pathways, and biological processes are also under the influence of a given QTL. As a primary step in determining the feasibility of such an approach in humans, we present the largest survey to date, to our knowledge, of the heritability of gene-expression traits in segregating human populations. In particular, we measured expression for 23,499 genes in lymphoblastoid cell lines for members of 15 Centre d'Etude du Polymorphisme Humain (CEPH) families. Of the total set of genes, 2,340 were found to be expressed, of which 31% had significant heritability when a false-discovery rate of 0.05 was used. QTLs were detected for 33 genes on the basis of at least one P value <.000005. Of these, 13 genes possessed a QTL within 5 Mb of their physical location. Hierarchical clustering was performed on the basis of both Pearson correlation of gene expression and genetic correlation. Both reflected biologically relevant activity taking place in the lymphoblastoid cell lines, with greater coherency represented in Kyoto Encyclopedia of Genes and Genomes database (KEGG) pathways than in Gene Ontology database pathways. However, more pathway coherence was observed in KEGG pathways when clustering was based on genetic correlation than when clustering was based on Pearson correlation. As more expression data in segregating populations are generated, viewing clusters or networks based on genetic correlation measures and shared QTLs will offer potentially novel insights into the relationship among genes that may underlie complex traits. ","Genetic inheritance of gene expression in human cell lines. Monks SA, Leonardson A, Zhu H, Cundiff P, Pietrusiak P, Edwards S, Phillips JW, Sachs A, Schadt EE. Am J Hum Genet. 2004 Dec;75(6):1094-105. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_merck.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_merck.txt,Other,Future,19257397,2008-19-11,2009-4-5,45,6,1.0.0,,,NA
44,HKU-Colon,Human,Cancer,Intestine,unspecified,Hong Kong University,Suet Yi Leung,400,Colon_Cancer_HKU,"A cohort of 400 individuals with colon carcinoma with RNA profiling (already generated), DNA genotyping (planned) and miRNA (planned). Clinical outcomes available. ","This study is not yet published. For more information, go to: http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/colon_cancer_hku.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/colon_cancer_hku.txt,GCD,Future,16265994,2009-13-8,2011-20-10,63,120,1.0.0,,,NA
45,Hypertension cross,Mouse,CVD,Aorta,Embargo,Merck & Co.,Merck & Co.,574,Mouse_Model_of_Hypertension," This dataset contains SNP, expression (aorta, kidney, adrenal, hypothalamus tissues), and phentoypic data on a population of 574 B6xBPH ""hypertension"" F2 cross mice.   Phenotypes include those related to hypertension including blood pressure. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_hypertension.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_hypertension.txt,GCD,Pending,24570958,2009-13-5,2010-15-7,39,20,1.0.0,,,NA
45,Hypertension cross,Mouse,CVD,Kidney,Embargo,Merck & Co.,Merck & Co.,574,Mouse_Model_of_Hypertension," This dataset contains SNP, expression (aorta, kidney, adrenal, hypothalamus tissues), and phentoypic data on a population of 574 B6xBPH ""hypertension"" F2 cross mice.   Phenotypes include those related to hypertension including blood pressure. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_hypertension.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_hypertension.txt,GCD,Pending,16864322,2008-25-3,2008-26-6,30,38,1.0.0,,,NA
45,Hypertension cross,Mouse,CVD,Adrenal,Embargo,Merck & Co.,Merck & Co.,574,Mouse_Model_of_Hypertension," This dataset contains SNP, expression (aorta, kidney, adrenal, hypothalamus tissues), and phentoypic data on a population of 574 B6xBPH ""hypertension"" F2 cross mice.   Phenotypes include those related to hypertension including blood pressure. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_hypertension.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_hypertension.txt,GCD,Pending,21262291,2008-22-7,2010-3-4,61,57,1.0.0,,,NA
45,Hypertension cross,Mouse,CVD,Hypothalamus,Embargo,Merck & Co.,Merck & Co.,574,Mouse_Model_of_Hypertension," This dataset contains SNP, expression (aorta, kidney, adrenal, hypothalamus tissues), and phentoypic data on a population of 574 B6xBPH ""hypertension"" F2 cross mice.   Phenotypes include those related to hypertension including blood pressure. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_hypertension.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_hypertension.txt,GCD,Pending,20568906,2009-9-4,2011-29-3,30,39,1.0.0,,,NA
46,ICGC_Breast_HER2+,Human,Cancer,Breast,Link to data source,ICGC,ICGC,500,Breast_Cancer_HER2+_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published.  ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/breast_cancer_her2+_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/breast_cancer_her2+_icgc.txt,GCD,Future,17854207,2011-18-9,2011-18-11,64,31,1.0.0,,,NA
47,ICGC_breast_tripleneg,Human,Cancer,Breast,Link to data source,ICGC,ICGC,500,Breast_Cancer_Triple_Negative_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published.  ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/breast_cancer_triple_negative_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/breast_cancer_triple_negative_icgc.txt,GCD,Future,23613516,2010-8-10,2011-7-6,61,17,1.0.0,,,NA
48,ICGC_CLL,Human,Cancer,Blood,Link to data source,ICGC,ICGC,500,Chronic_Lymphocytic_Leukemia_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/chronic_lymphocytic_leukemia_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/chronic_lymphocytic_leukemia_icgc.txt,GCD,Future,19740669,2009-17-5,2011-13-9,33,59,1.0.0,,,NA
49,ICGC_colon,Human,Cancer,Intestine,Link to data source,ICGC,ICGC,500,Colon_Cancer_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ","This study is not yet published. For more information, go to: http://tcga.cancer.gov/ ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/colon_cancer_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/colon_cancer_icgc.txt,GCD,Future,19892823,2009-26-3,2010-4-12,59,42,1.0.0,,,NA
50,ICGC_gastric,Human,Cancer,Stomach,Link to data source,ICGC,ICGC,500,Gastric_Cancers_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/gastric_cancers_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/gastric_cancers_icgc.txt,GCD,Future,21221750,2008-3-5,2011-30-4,70,83,1.0.0,,,NA
51,ICGC_HCCalcohol,Human,Cancer,Liver,Link to data source,ICGC,ICGC,500,Hepatocellular_Carcinoma_Metabolic_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published.   ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hepatocellular_carcinoma_metabolic_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hepatocellular_carcinoma_metabolic_icgc.txt,GCD,Future,24146793,2011-7-9,2011-4-11,58,96,1.0.0,,,NA
52,ICGC_HCCviral,Human,Cancer,Liver,Link to data source,ICGC,ICGC,500,Hepatocellular_Carcinoma_Viral_ICGC,"The ICGC cohorts consist of prospectively collected matched tumor and adjacent normal tissue from 500 patients with particular cancer diagnosis. Data includes full genome DNA sequence, DNA methylation, mRNA Expression profiling, miRNA. Clinical outcomes available. www.icgc.org ",This study is not yet published.   ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hepatocellular_carcinoma_viral_icgc.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hepatocellular_carcinoma_viral_icgc.txt,GCD,Future,16024210,2008-12-7,2010-18-7,60,27,1.0.0,,,NA
